device_count, prefill_len, fc_latency, attn_latency, other_latency, total_latency, allreduce_latency, fc_roofline, attn_roofline
16, 512, 0.00010105443658138268, 2.6373072037742695e-06, 1.1147795318454e-05, 0.00011483953910361096, 0.00012779466666666667, 7.72970422790782e-05, 8.533333333333334e-07
16, 768, 0.00014577082199237888, 5.163004899292324e-06, 1.8188423153692617e-05, 0.00016912225004536382, 0.00016493173333333335, 0.00011594556341861732, 1.7066666666666667e-06
16, 1024, 0.00018793685356559606, 7.912378878606424e-06, 2.712738160043549e-05, 0.00022297661404463797, 0.0002020688, 0.0001545940845581564, 2.9729631645799312e-06
16, 1280, 0.0002915100707675558, 1.3884340410088912e-05, 3.6709109054618035e-05, 0.0003421035202322628, 0.00023920586666666664, 0.0001932426056976955, 4.6452549446561425e-06
16, 1536, 0.00034450353837778985, 1.801247686445291e-05, 4.734690618762475e-05, 0.0004098629214298675, 0.0002763429333333333, 0.00023189112683723464, 6.689167120304845e-06
16, 1792, 0.0003995449101796407, 2.4660424605334783e-05, 5.997448738885865e-05, 0.00048417982217383417, 0.00031348, 0.00027053964797677367, 9.104699691526038e-06
16, 2048, 0.0004537180185084377, 2.972312103066594e-05, 7.32448375975322e-05, 0.0005566859771366358, 0.00035061706666666666, 0.0003091881691163128, 1.1891852658319725e-05
16, 2560, 0.0005610587915078932, 4.7605552531301036e-05, 0.00010440787515877338, 0.0007130722191979676, 0.0004248912, 0.000386485211395391, 1.858101977862457e-05
16, 3072, 0.000668949373979314, 6.360424605334785e-05, 0.00013946136817274542, 0.0008720149882054073, 0.0004991653333333332, 0.0004637822536744693, 2.675666848121938e-05
16, 3584, 0.0007752444202504083, 8.670287062239159e-05, 0.0001811165124296861, 0.001043063803302486, 0.0005734394666666666, 0.0005410792959535473, 3.641879876610415e-05
16, 4096, 0.0008829961894393032, 0.00011231755398294321, 0.00022552288150970784, 0.0012208366249319542, 0.0006477135999999999, 0.0006183763382326256, 4.75674106332789e-05
16, 4608, 0.0009900892759934676, 0.00014334689167120305, 0.00027612890582471417, 0.0014095650734893847, 0.0007219877333333333, 0.0006956733805117039, 6.02025040827436e-05
32, 512, 6.26173108328797e-05, 1.5005867053771245e-06, 8.179023770640537e-06, 7.229692130889735e-05, 0.00012779466666666667, 4.013500272182907e-05, 4.266666666666667e-07
32, 768, 9.087751769188894e-05, 3.0265723099256035e-06, 1.2829105425512611e-05, 0.00010673319542732715, 0.00016493173333333335, 6.020250408274361e-05, 8.533333333333334e-07
32, 1024, 0.00011714099074578117, 4.3591072400653235e-06, 1.8788513881328255e-05, 0.00014028861186717476, 0.0002020688, 8.027000544365814e-05, 1.4864815822899656e-06
32, 1280, 0.00017376102340773, 7.05072279683058e-06, 2.4693485755761206e-05, 0.0002055052319603218, 0.00023920586666666664, 0.00010033750680457266, 2.3226274723280712e-06
32, 1536, 0.00020584866630375613, 9.69423335147886e-06, 3.114215205951733e-05, 0.00024668505171475234, 0.0002763429333333333, 0.00012040500816548722, 3.3445835601524225e-06
32, 2048, 0.000272169842133914, 1.6397636242666183e-05, 4.669624387588459e-05, 0.00033526372225246474, 0.00035061706666666666, 0.00016054001088731628, 5.9459263291598624e-06
32, 2560, 0.00033356505171475235, 2.5953801487933222e-05, 6.468189076392669e-05, 0.00042420074396661223, 0.0004248912, 0.00020067501360914532, 9.290509889312285e-06
32, 3072, 0.0003966722917800762, 3.4430230448194524e-05, 8.42995463618218e-05, 0.0005154020685900926, 0.0004991653333333332, 0.00024081001633097443, 1.337833424060969e-05
64, 512, 4.909853021230266e-05, 9.782253674469242e-07, 6.703012157503176e-06, 5.677976773725276e-05, 0.00012779466666666667, 2.15539829432045e-05, 2.1333333333333334e-07
64, 1024, 9.204354926510616e-05, 2.8715296679368537e-06, 1.4580765741244784e-05, 0.0001094958446742878, 0.0002020688, 4.3107965886409e-05, 7.432407911449828e-07
64, 1536, 0.00012997114861186716, 5.565596080566141e-06, 2.3040319361277444e-05, 0.00015857706405371074, 0.0002763429333333333, 6.466194882961351e-05, 1.6722917800762113e-06
64, 2048, 0.0001711883505715841, 9.300489929232443e-06, 3.352123026673925e-05, 0.0002140100707675558, 0.00035061706666666666, 8.6215931772818e-05, 2.9729631645799312e-06
64, 2560, 0.00020949101796407184, 1.498258029395754e-05, 4.49950644166213e-05, 0.00026946866267465064, 0.0004248912, 0.0001077699147160225, 4.6452549446561425e-06
64, 3072, 0.0002476026129559064, 1.990473598258029e-05, 5.708771547813464e-05, 0.0003245950644166213, 0.0004991653333333332, 0.00012932389765922702, 6.689167120304845e-06
64, 3584, 0.00028480021774632557, 2.6407185628742517e-05, 7.135414625294864e-05, 0.0003825615496280167, 0.0005734394666666666, 0.0001508778806024315, 9.104699691526038e-06
64, 4096, 0.0003234523679912901, 3.30952640174197e-05, 8.643059335873706e-05, 0.0004429782253674469, 0.0006477135999999999, 0.000172431863545636, 1.1891852658319725e-05
64, 4608, 0.00036113990201415354, 4.333260751224823e-05, 0.0001020899292324442, 0.000506562438758846, 0.0007219877333333333, 0.00019398584648884048, 1.50506260206859e-05

